WorldX,WorldY,WorldZ,Cam1ImgX,Cam1ImgY,Cam2ImgX,Cam2ImgY,Cam3ImgX,Cam3ImgY,Cam4ImgX,Cam4ImgY
12.22297477722168,-15.557942390441895,-10.160585403442383,782.9685269305646,770.8145631067961,899.1808929743927,753.1574983628029,426.1736703873933,675.0681369321923,46.707364341085274,773.6100679831661
16.807300567626953,0.3279116153717041,4.93829870223999,360.1332247557003,389.0855737704918,872.7241153342071,382.05353666450355,149.6868787276342,354.7639161755075,355.27864077669904,396.43523316062175
3.5162694454193115,18.813932418823242,10.10103988647461,55.679546201907264,272.564558629776,379.0430463576159,248.41228635923895,250.83440721649484,330.1991497710922,896.9578392621871,281.66699801192846
3.5073938369750977,18.679166793823242,10.135777473449707,58.77367055771725,271.6641693811075,380.07460732984293,247.5878661087866,252.3146467919637,328.86876640419945,894.1378974691759,280.83377135348223
6.43105411529541,19.017044067382812,10.056364059448242,23.592753623188408,272.16036505867015,448.19685292228644,248.75969756738988,187.05455132343448,326.9157520981278,868.2203947368421,280.54605263157896
5.8914103507995605,19.1597900390625,10.404269218444824,25.44803548795944,264.016086671044,433.5183246073298,239.66800772449307,197.07022653721683,320.42059876342336,877.4369482976041,272.5901856763926
13.915977478027344,-9.475680351257324,15.957051277160645,617.7230919765167,106.45086321381142,885.3154742635157,107.42866407263294,316.81254061078624,49.544444444444444,171.8896103896104,133.2430420711974
-0.029510855674743652,-14.025884628295898,-9.699812889099121,843.6474233529028,752.0792207792208,604.7582099162911,740.954250486697,684.5885416666666,687.3951406649617,204.49238578680203,783.8887417218543
5.53579568862915,-0.1772090494632721,4.214986801147461,471.7203499675956,410.1955107351984,608.7955281918341,402.0318032786885,404.64550264550263,389.8339085418464,461.10641781270465,425.73107049608353
3.6983280181884766,-4.726319789886475,14.195403099060059,591.7241153342071,162.05353666450358,605.197990926766,152.51150895140665,492.03922214897824,135.43247269116188,382.054834523037,181.8858064516129
4.013672351837158,10.035075187683105,-9.802342414855957,252.81076724693747,756.1764898493778,479.44919786096256,764.3087520259319,331.7549286199864,763.2802197802198,696.7573673870334,764.8421562298257
3.8537702560424805,-15.05198860168457,9.106488227844238,834.3394822006472,284.1633858267717,699.8528252299606,281.66485623003194,605.1770025839793,212.58958130477117,145.7202380952381,308.6205201395496
4.166774272918701,-15.346184730529785,9.054645538330078,838.8801169590644,285.18342036553526,709.5315374507227,282.92539267015707,601.5794012365766,211.92977346278317,135.8122555410691,309.68384766907417
17.01688003540039,11.970804214477539,16.381324768066406,82.43838254172016,104.22305682560417,774.030058177117,81.92829457364341,27.862508164598303,130.96946815495733,605.3983481575603,123.61878545211879
-2.9468531608581543,16.342500686645508,6.980416774749756,170.7700394218134,349.9032573289902,248.04788273615634,332.05365371955236,412.1447625243982,403.4450830140485,917.1164473684211,363.3080614203455
