TrackID,FrameID,WorldX,WorldY,WorldZ
602,31,9.81209,17.5511,-11.6101
608,18,9.95854,15.7568,3.13302
611,15,-9.82653,14.4575,-13.4814
614,14,-1.84288,-15.0074,5.44644
615,38,-7.72933,11.2954,-1.79138
616,45,6.96222,13.0448,3.55388
618,0,9.83995,5.06535,2.59754
619,42,-13.1919,10.0955,12.5212
621,27,-14.3305,10.6208,3.21137
624,27,4.8954,19.1337,6.26513
624,40,3.99809,19.4438,6.53881
626,24,6.20232,14.9288,4.49849
626,49,5.7098,16.6522,3.74213
630,0,4.45655,11.7342,5.77543
631,32,-8.50514,10.5743,-16.4523
634,40,16.2706,-11.5669,0.627609
639,33,-3.48589,1.67841,-18.6012
643,40,-19.2554,5.84017,-10.2516
643,45,-19.5964,6.0132,-10.2168
643,49,-19.9026,6.1162,-10.2748
649,29,2.65069,-1.17374,17.6328
651,5,9.7075,13.4254,12.4629
654,33,-5.44156,16.2588,12.0733
656,18,-5.03229,-13.9222,5.80742
657,34,-4.54933,16.6903,2.60723
658,21,-10.8527,-4.70323,18.2791
660,33,19.6457,3.80185,12.1875
668,14,-1.67974,9.10865,2.46737
668,41,-3.06413,9.74812,1.57322
672,20,5.39426,2.44724,18.0751
692,7,19.4819,0.237315,5.45085
694,24,9.0195,-17.3934,-12.2291
694,44,9.49116,-17.0594,-11.5973
695,6,18.4292,0.977149,-15.5991
697,14,3.17423,9.32292,18.4788
700,0,-14.5916,-1.67394,-10.2482
704,15,8.82347,-4.67321,18.0858
704,48,8.81357,-4.5235,18.3389
705,35,-2.1386,13.1344,1.02774
709,17,4.88739,6.97249,2.15747
710,47,11.7777,-7.5557,-1.25934
714,31,3.6696,-7.77661,4.12728
716,1,-5.81058,-19.0809,-10.038
716,41,-6.39002,-17.085,-10.7241
717,15,-4.79678,-15.2179,17.3872
717,35,-3.56829,-15.3189,16.4437
722,1,0.657155,14.307,-0.239621
723,4,13.8664,-15.3113,-15.6221
724,23,-0.617481,-0.700072,-13.3798
726,31,9.10505,17.8762,6.85707
728,21,1.89732,-14.4802,-3.64402
731,0,-15.1196,-3.35954,2.58799
732,25,-10.8044,-11.7548,-14.4353
734,26,-8.37058,16.6294,18.3457
740,34,6.38182,5.66552,17.2434
742,22,-10.1169,16.6845,-17.4502
742,31,-9.76305,16.8503,-17.5815
743,18,2.92968,-17.7066,2.5762
744,40,-8.88704,-11.2416,-7.82847
744,50,-9.32098,-10.5608,-8.16295
745,44,-2.08461,15.6532,3.95975
746,22,8.59558,4.82887,17.9178
747,11,-13.4531,-14.0332,-14.3335
747,31,-13.0709,-14.0407,-15.7641
748,2,5.29768,-17.3347,11.8246
749,40,-11.0593,8.18729,-16.8625
752,46,8.86142,18.6631,-3.50542
753,31,-11.6326,9.2064,2.80981
755,21,8.32807,0.214617,5.47711
759,22,-11.8364,3.40616,9.37934
759,28,-12.0883,3.21739,9.37785
760,3,11.857,8.71775,12.0427
760,29,12.1972,8.62161,12.8495
763,30,-5.4745,0.446499,8.39008
768,26,-11.5442,6.98355,-13.5595
769,50,-5.68688,16.1775,9.5914
772,35,-5.51661,8.27899,-1.00527
777,19,-12.7049,-1.58456,-13.4635
778,33,-17.082,3.69916,-1.38927
780,36,8.61533,-2.67929,2.40662
781,27,-16.8009,0.72069,5.61878
781,41,-17.5878,0.926554,5.38506
784,41,-19.9069,-1.85776,1.73019
786,40,-6.73196,-5.75996,-0.265833
789,43,18.0522,-1.41913,18.7275
790,47,13.963,-10.1595,10.9988
793,37,11.1853,-12.1221,9.60229
794,41,-3.73601,1.62478,16.676
795,50,2.62827,-12.9217,5.35816
796,47,2.19824,-0.675636,-6.06166
800,41,12.3217,-3.1607,18.5382
804,48,15.4422,13.0545,7.52872
805,27,-9.92537,8.88664,12.4445
805,44,-9.63515,8.0493,12.3305
806,3,16.1481,14.3434,2.55594
806,36,14.3315,14.2728,3.66245
812,4,-7.94198,10.4265,2.48604
819,49,10.4635,0.607246,-0.0142047
820,4,-13.1673,-8.76579,9.04934
820,30,-12.785,-9.01155,8.57583
821,3,-9.16713,-1.19019,2.414
821,50,-10.1022,0.260942,1.65483
822,37,15.6955,8.61118,15.3909
823,49,-13.956,-0.861272,2.49552
825,42,-10.3763,-16.277,-4.44392
828,13,-10.9063,-8.46038,-7.44432
830,27,-5.78165,-17.4059,1.973
835,20,13.7786,16.4103,3.08771
835,32,13.6066,16.7216,3.43031
835,33,13.5846,16.7402,3.46101
836,11,-15.8295,2.40984,-16.5469
839,1,1.29628,2.53442,-3.4584
841,16,-1.16994,9.07263,-7.46981
842,21,15.0936,-8.17298,14.8574
846,5,3.21177,2.49539,-6.65993
847,7,8.26271,-11.6045,-12.4871
852,25,-12.6323,-14.3152,2.49606
856,9,15.8942,13.1704,2.7351
861,1,-2.19462,18.0992,2.522
864,47,0.914127,-15.2157,-13.393
870,2,-13.6666,12.2149,-0.301142
875,16,-8.76268,-1.64397,9.08115
877,7,6.76158,3.92182,17.9774
878,0,-8.14276,15.8078,2.52011
878,12,-8.40859,15.4375,2.85035
883,33,15.2814,-11.5102,0.117435
884,14,0.217765,3.99862,17.8034
884,15,0.263709,4.06264,17.7687
884,26,0.661061,4.71793,17.4198
885,14,15.9693,-13.2283,-6.09333
887,41,3.00314,7.10291,-12.056
888,36,-19.0306,-2.79353,11.1293
895,40,-9.87686,-6.27169,-8.57903
896,16,-1.26194,-17.6073,14.829
900,18,12.63,12.8769,16.0144
901,44,-16.9366,3.015,-13.4632
902,26,-13.4579,-13.4075,-0.418284
903,20,2.52315,-7.6596,1.89947
903,27,2.64143,-7.56222,1.75549
907,14,-5.57358,13.1616,9.34728
909,17,7.71588,-13.8787,-3.01764
913,4,18.5342,1.59822,8.57291
914,6,8.79849,-16.2607,-3.17832
920,12,0.372013,9.67135,-6.86954
921,40,1.91711,-16.2943,2.55102
924,45,-13.0235,13.051,0.0946443
927,3,9.05477,4.41622,-6.75662
927,45,6.49556,4.12209,-7.61809
933,2,13.3843,5.17426,-3.4254
933,27,12.3834,4.56275,-3.41038
935,21,17.4608,-8.34083,8.73653
936,27,-13.8845,-8.58813,18.8214
936,48,-13.7416,-9.69994,19.0635
937,6,-10.3715,-2.2906,9.13225
946,22,1.07541,6.43745,5.14437
952,48,14.6917,-1.9152,-2.6341
953,44,5.05409,19.3244,15.172
954,34,11.7676,-1.89304,6.32952
957,13,-12.0497,-16.445,-0.366703
957,40,-12.3837,-16.8092,0.356429
959,18,1.47715,-8.26087,-6.55177
959,44,1.2182,-6.77797,-5.8055
963,18,-12.7598,14.4155,16.154
964,48,-4.79895,3.84601,3.64251
965,7,1.33456,-9.97489,-6.71296
967,4,8.52763,16.0824,-0.477342
969,15,0.855482,-7.8155,7.91337
970,38,-18.4118,-8.0071,-6.0148
971,32,-7.98858,18.2732,-0.935843
971,33,-8.0126,18.2977,-0.947349
971,48,-8.49186,18.8714,-1.11266
975,22,12.8291,13.7044,-5.44178
977,32,5.31201,-6.59693,14.744
982,38,9.56551,-8.46183,17.4377
982,40,9.54986,-8.41711,17.4848
983,3,18.2017,0.145229,-12.6827
984,36,11.7351,-0.652583,5.36486
984,45,11.6694,-0.868913,5.43412
985,8,4.51472,-15.9582,-3.28108
993,7,-9.39336,16.6092,15.7564
993,20,-9.13761,16.5354,15.3301
997,33,2.6259,-1.87859,1.73358
999,27,10.466,-10.3891,-13.0649
1003,7,6.63309,-7.84635,5.41129
1006,1,-19.4299,-2.00699,16.0496
1006,8,-19.2428,-1.98633,16.4012
1009,32,-6.25671,-3.89824,-16.5707
1015,5,-2.10292,-10.0735,-0.556242
1018,26,-8.37397,-15.9662,16.875
1020,2,-10.041,8.57533,9.0578
1020,24,-9.56535,6.74988,8.67864
1024,30,5.08776,17.7626,-0.259569
1025,28,-5.93118,3.21275,-17.842
1026,0,3.42494,13.1442,15.43
1026,8,3.95729,13.1076,15.6194
1026,13,4.30827,13.0777,15.7505
1028,36,-3.2453,0.778366,1.35116
1029,9,-0.42151,-13.1683,-3.98327
1032,0,5.35138,11.0057,15.3422
1036,29,5.28466,-6.84465,2.81723
1036,40,5.4238,-6.41585,2.92748
1038,3,17.0167,7.44453,17.6773
1040,37,3.22247,12.2628,16.6752
1041,9,-14.766,-15.0051,1.9326
1042,39,-16.0871,8.73653,-6.32144
1042,41,-16.1602,8.80019,-6.46432
1042,43,-16.238,8.8645,-6.61183
1042,44,-16.2759,8.89737,-6.68594
1045,24,-2.25567,2.30006,-4.04142
1045,50,-1.63079,3.52548,-4.51533
1046,30,-1.24236,-8.59989,-18.2112
1048,33,6.92722,-5.50324,-4.13016
1049,41,-15.27,2.29756,-3.04139
1053,40,2.81342,-13.7086,-3.50097
1058,3,-1.86048,14.9132,-16.9607
1059,36,0.798251,-14.831,-4.03211
1062,47,-0.354386,-5.42022,-2.54533
1065,50,-3.83988,16.7441,-16.7614
1066,16,-3.20371,11.2906,-7.46946
1067,20,-12.4692,-15.229,-4.15659
1072,34,7.00714,-1.33827,16.0859
1083,22,-11.0648,-1.54081,-4.4533
1083,38,-11.0627,-0.883735,-4.91963
1083,47,-11.0532,-0.487814,-5.20173
1086,41,7.91364,3.79563,-7.12844
1088,5,3.80581,-16.5746,8.64091
1090,5,2.55037,12.8838,18.0786
1096,19,-5.30869,15.2583,-13.6823
1097,29,3.27186,-1.37066,-15.2962
1099,8,10.7383,3.63707,-13.4532
1099,17,10.5243,3.31372,-13.9134
1100,11,-12.2434,-16.1369,-3.96848
1100,12,-12.2483,-16.1087,-3.96476
1101,30,12.8223,-17.6627,16.0325
1101,32,12.831,-17.7516,16.1027
1101,35,12.8942,-17.8091,16.2119
1101,44,12.9212,-17.9675,16.5594
1103,12,17.5983,-12.8679,-0.11092
1104,1,-2.72768,-7.82587,-7.04747
1104,12,-2.7119,-7.16315,-7.06352
1104,29,-2.76875,-6.2115,-7.15276
1107,13,-11.6448,-4.29589,-0.707329
1108,31,11.9114,-0.414704,-12.6804
1114,18,-14.0018,0.896867,8.88201
1115,12,16.8127,12.0375,-0.185844
1117,33,13.4252,2.75685,2.90451
1137,35,-0.0661806,-17.1751,8.52798
1139,20,-4.74045,-13.1858,1.89986
1143,17,-6.86873,-2.49109,-1.3198
1149,47,0.568823,18.7928,1.64123
1154,13,-1.48109,-8.4894,16.9313
1157,14,-1.91761,4.07229,-4.43526
1160,35,5.35886,-9.93409,15.1789
1161,10,16.4578,-1.41067,5.00897
1164,18,19.3029,2.71903,-16.9427
1166,21,-14.9948,-14.9479,15.9622
1166,48,-14.4907,-16.4131,16.6908
1166,49,-14.4745,-16.4785,16.7201
1169,15,0.328126,12.554,-17.1049
1171,3,-3.22744,14.8844,15.6095
1174,19,7.61175,5.03283,17.5001
1175,25,18.64,-10.0953,-12.4984
1182,45,-7.16817,0.490484,16.9004
1194,19,-9.31898,-11.8103,16.7968
1195,36,-9.85788,-9.48038,13.6083
1196,41,-3.23939,18.6188,5.17572
1197,36,17.6519,-12.786,-6.47167
1198,8,1.89697,11.5394,17.9822
1203,50,-16.0329,-9.03737,2.40997
1204,41,2.30309,-16.9693,-13.208
1204,48,2.17326,-16.5594,-13.1341
1205,50,14.1852,2.38264,16.7635
1208,6,1.66515,13.9287,-16.9688
1209,4,6.76262,1.4863,-3.80646
1210,0,-12.7841,4.69345,18.5283
1212,7,17.8319,-3.28364,-9.27984
1212,10,17.7659,-3.42307,-9.1831
1217,9,-7.71466,12.1917,5.19832
1224,17,7.1291,9.0514,-16.8308
1226,26,7.7266,-12.7769,17.2833
1228,39,12.5779,5.99986,-6.47181
1228,48,12.1603,5.57416,-6.40364
1231,25,-0.222458,6.97959,2.11633
1232,11,-19.4408,-0.2788,-3.89632
1234,20,4.46271,12.6446,-7.92501
1236,1,0.80296,-2.09903,-16.8583
1237,21,7.60976,9.56782,-7.35644
1241,48,-4.15661,-17.1628,-3.46171
1244,14,11.169,-16.8825,2.26294
1245,38,-8.03118,-13.002,-15.7511
1247,8,-17.4462,-5.97841,-16.9848
1247,22,-17.3117,-6.38246,-16.1537
1250,43,8.69019,13.2085,-1.66031
1253,11,-1.1699,-3.24769,17.3447
1261,2,1.44296,-12.0135,17.4792
1264,0,13.7809,-16.1092,-0.719421
1264,27,13.7908,-15.6618,0.102157
1270,3,17.8095,10.9051,-0.485841
1270,18,17.1888,10.4515,-0.179724
1279,17,15.0793,-9.63195,-16.7951
1279,31,15.1386,-9.65048,-17.1408
1284,33,-15.7942,9.63635,-1.06416
1287,23,4.46675,15.9047,2.12713
1289,27,-0.93027,-16.3411,-13.6041
1289,50,-1.23844,-14.7519,-13.8456
1291,11,-1.21356,-17.1242,5.36797
1298,9,-13.7512,7.46199,18.4995
1306,11,18.6094,-5.68335,1.54156
1309,3,14.9581,16.1049,-0.633769
1311,38,-16.5022,-5.09194,18.5291
1318,35,0.87878,14.3149,-13.4968
1318,38,1.03492,14.6204,-13.4523
1319,22,-11.2567,0.284938,-17.9234
1320,25,-11.3073,10.2153,18.9648
1324,22,-0.765266,1.32654,4.82523
1328,48,-14.5496,3.10615,-12.9651
1333,18,7.95657,-2.09696,1.7539
1337,16,-17.302,-3.98202,-12.8794
1338,39,18.5573,-6.99083,8.20906
1341,8,3.53263,-8.04756,1.84065
1344,44,1.33,-16.5722,-7.33107
1346,7,10.4813,7.70167,11.998
1346,24,11.032,7.10863,12.3608
1347,1,-9.75115,-9.66294,-13.8318
1350,4,12.5642,-16.6652,1.83999
1351,17,6.17854,-11.2914,5.26394
1355,49,5.22573,-14.3305,6.12771
1357,38,-6.78903,1.51439,-11.3902
1359,28,-5.33932,16.2876,5.77775
1359,44,-4.94815,15.456,5.78529
1364,44,11.4443,7.39692,-12.1567
1371,6,16.6734,-5.16877,-6.79471
1371,12,16.4665,-5.19538,-6.72351
1376,21,-7.92605,14.5631,8.5732
1378,1,-0.952709,-9.69177,-9.98182
1380,3,14.8531,-3.45033,4.95988
1380,43,14.2389,-4.30939,5.91131
1381,5,-6.31897,-14.9608,11.7002
1383,36,-17.8587,4.05073,-7.01094
1383,42,-18.2231,4.22465,-6.92665
1384,50,-2.06735,0.142682,-19.2693
1389,10,6.78551,8.86188,-0.794631
1393,41,-4.51505,6.03589,-2.69314
1395,7,-11.7297,-12.5123,-4.06599
1395,45,-12.3003,-10.8382,-3.92181
1397,46,-8.52066,-2.35571,-9.18802
1399,16,11.774,-10.3314,2.81371
1401,10,10.1832,-12.911,-16.1918
1403,32,1.19733,-11.7108,-13.5411
1403,40,1.12899,-11.4125,-13.5427
1405,11,-3.20789,-12.681,-17.2495
1407,6,2.23855,1.74219,11.9577
1415,4,-3.25704,-4.02977,11.7704
1415,27,-3.30664,-3.55192,10.9889
1421,0,19.0981,6.58871,-16.3699
1422,46,-0.382839,-17.1342,-13.8777
1424,28,-2.84428,-3.17494,7.05144
1424,37,-3.12193,-3.35497,6.5605
1426,34,-0.633526,12.3496,-3.43645
1436,24,-0.621912,3.54482,-18.2182
1437,18,9.55292,17.0658,-12.3091
1437,43,9.97047,17.2535,-11.1947
1443,5,-10.2789,7.11026,1.7926
1445,14,9.54747,15.2234,-13.9274
1450,45,-0.1222,8.2943,14.3145
1453,45,7.38079,-6.02144,3.13681
1458,15,15.6862,-7.37782,15.0511
1458,40,16.1755,-7.63904,15.7932
1458,46,16.2182,-7.57087,15.8832
1461,12,-14.2541,-1.07231,1.80393
1463,11,8.2568,3.71893,8.71301
1463,22,8.01296,3.65268,9.01202
1464,48,-6.12553,13.9341,4.52513
1465,10,0.366015,-16.661,-17.2535
1468,17,-5.77425,15.5632,-17.3124
1470,28,14.0585,-13.9316,15.8291
1470,32,14.1236,-14.0381,16.0104
1472,44,7.52051,1.80628,-3.93928
1475,49,7.8506,-14.5807,-6.65017
1477,7,14.7994,-10.7406,-16.6903
1481,40,-2.6613,-19.0487,8.81278
1490,30,1.91805,-9.16327,9.7888
1491,6,3.65201,-16.3063,17.2086
1491,9,3.75477,-16.253,17.2033
1493,22,-18.8477,-0.81091,-3.91494
1498,38,7.90972,17.41,18.2965
1498,45,8.1709,17.3071,18.325
1499,5,17.0283,14.115,-6.84409
1499,13,16.9216,13.9896,-6.68308
1503,6,11.122,-16.4577,-16.4414
1504,4,4.53703,15.645,1.92394
1506,26,17.751,7.60731,-7.72836
1506,43,16.5235,6.93797,-8.0644
1514,9,-11.8954,12.3118,18.7473
1515,39,8.35605,10.4067,-7.78064
1519,2,-0.205995,-19.499,-17.0266
1519,4,-0.170796,-19.3862,-17.067
1522,0,-17.5666,5.77756,15.7601
1522,5,-17.4672,5.83755,16.0318
1522,33,-17.0264,5.94191,17.3956
1529,29,-3.13379,4.94109,10.5033
1530,3,-5.64558,-6.64519,-13.9234
1531,13,-13.9923,-5.26761,-4.52992
1531,47,-13.6438,-5.01559,-5.21524
1533,5,16.248,-9.38076,16.7555
1533,39,16.5103,-9.16913,16.6325
